response_group,pre_sales_per_day_mean,during_sales_per_day_mean,post_sales_per_day_mean,pre_sales_per_day_median,during_sales_per_day_median,post_sales_per_day_median
NON_REDEEMER,8.75920415279459241317086,8.70801700064562719010654,8.5867294062752219534453,7.041071428571429,6.81616341991342,6.681785714285715
REDEEMER,11.7044436390792479365284,12.6415543429839779075997,11.629155684413986996845,10.280892857142858,11.077878787878788,9.974642857142857
